Id,医生职称,医生科室,医生所在城市,医生有无简介,医生在线活动量,医生个人网站总访问量,总文章数,总患者数,患者投票数,感谢信数,心意礼物数,医生欢迎词,Mark(不要使用该列),欢迎词字数,sentiment,positive_prob,医生临床职称,医生教学科研职称
6403,主任医师 教授 ,眼科,济宁,1,200,"12,169",0,1,4,0,1,无,191576,0,0,0.0315851,主任医师,教授
6404,主治医师 讲师 ,康复中心,郑州,1,1161,"80,012",30,135,3,0,1,欢迎您来到宋晓蕾大夫的个人网站！我将时刻牢记我所治疗的不是病历，不是一个病，而是一个患病的人，他的病可能影响他的收入及生活。如果我要更好地为病人服务，这些问题也属于我的责任。愿我能享受生活与医术！愿我能不断体验治愈患者的愉快！,191603,113,2,0.954093,主治医师,讲师
6405,主任医师 教授 ,妇瘤科,昆明,1,2230,"487,418",125,131,7,0,7,无,191603,0,0,0.0315851,主任医师,教授
6406,副主任医师 ,肿瘤诊断科,江门,0,200,"6,598",0,0,1,1,0,无,191643,0,0,0.0315851,副主任医师,无
6407,主治医师 ,肝胆胰外科,成都,1,339,"31,473",4,18,0,0,0,致亲爱的患者医者仁心，体谅您的心情，我将不厌其烦的回答您的问题，告诉您本领域最新诊治进展。,191667,45,2,0.962529,主治医师,无
6408,副主任医师 ,介入治疗科,郴州,0,200,"9,033",0,0,0,0,0,无,191683,0,0,0.0315851,副主任医师,无
6409,主治医师 ,疼痛理疗科,长沙,1,200,"14,934",3,0,1,0,0,无,191715,0,0,0.0315851,主治医师,无
6410,副主任医师 ,耳鼻咽喉科,苏州,1,200,"10,965",0,2,3,2,0,无,191728,0,0,0.0315851,副主任医师,无
6411,主任医师 教授 ,神经外科,广州,0,440,"40,906",0,25,3,0,3,无,191755,0,0,0.0315851,主任医师,教授
6412,副主任医师 ,传染科,保定,1,145,"9,010",5,24,0,0,0,生命之托重于泰山感谢您对我的信任，祝您早日康复！,191762,24,2,0.999652,副主任医师,无
6413,主治医师 ,肝胆外科,海南,0,0,823,1,0,0,0,0,无,191799,0,0,0.0315851,主治医师,无
6414,主治医师 ,骨科,北京,0,200,"10,496",0,0,2,0,0,无,191840,0,0,0.0315851,主治医师,无
6415,主治医师 讲师 ,超声科,南阳,1,410,"53,066",8,22,0,0,0,无,191912,0,0,0.0315851,主治医师,讲师
6416,主治医师 ,眼科,太原,1,350,"12,941",0,30,0,0,1,无,191923,0,0,0.0315851,主治医师,无
6417,副主任医师 ,泌尿科,淮北,0,200,"9,908",0,1,1,0,0,无,191942,0,0,0.0315851,副主任医师,无
6418,主治医师 ,妇科,合肥,0,305,"13,089",0,13,0,0,0,无,191960,0,0,0.0315851,主治医师,无
6419,副主任医师 ,普外科,承德,1,10,"4,465",1,3,1,0,0,诚信用我精准的治疗方案制定；精细的手术操作；精心的健康指导换您的笑容！愿我们成为一生的朋友！,192011,46,2,0.999893,副主任医师,无
6420,住院医师 ,眼科,郑州,1,215,"7,933",0,1,0,0,0,无,192046,0,0,0.0315851,住院医师,无
6421,副主任医师 ,消化内科,连云港,1,200,"14,001",0,0,1,0,0,无,192059,0,0,0.0315851,副主任医师,无
6422,住院医师 ,消化内科,鹤岗,0,0,"7,589",0,0,1,1,0,无,192079,0,0,0.0315851,住院医师,无
6423,主任医师 教授 ,风湿免疫科,沧州,1,200,"7,077",0,0,0,0,0,无,192110,0,0,0.0315851,主任医师,教授
6424,主治医师 ,胃肠外科,福州,0,35,"3,432",0,5,1,0,0,无,192140,0,0,0.0315851,主治医师,无
6425,住院医师 ,口腔科,哈尔滨,1,0,"6,681",0,0,2,0,0,无,192152,0,0,0.0315851,住院医师,无
6426,副主任医师 副教授 ,泌尿外科,北京,1,8060,"344,170",0,563,41,24,34,本在线医患交流只能作为一般咨询，不能替代门诊，需要诊治的患者建议去医院门诊直接咨询医生,192159,43,0,0.0407924,副主任医师,副教授
6427,副主任医师 副教授 ,血液风湿科,成都,1,335,"23,985",3,6,2,0,0,科学方法+信心+耐心=战胜疾病诚然，目前还有许多血液风湿性疾病较难治疗。但请大家注意，经过医患双方的共同努力，随着一些新的治疗方法的使用，更多的病患者病情得到了控制，生活质量得到了提高，甚至完全治愈。一月前，一名卧床不起的“强柱”的军人经生物制剂治疗后重返军营。明天一位...经砷剂治疗缓解的急性髓系白血病（M3）患者准备远行外出打工。太多太多，数不胜数，每看到这些就是我们医务工作者最高兴的时候。尽我所能，换你健康，这是我们的服务宗旨，让我们一起努力吧。,192258,228,2,0.99937,副主任医师,副教授
6428,副主任医师 副教授 ,肿瘤内科,沈阳,1,611,"30,399",8,22,2,0,4,"患者的健康梦——医务工作者的追求生命薄如蝉翼，呵护于掌心之中，就如那望不断的小桥流水，丝丝缕缕沁人花香。健康，是我们每个人的追求，健康是我们国家走向文明富强的基础。患者的健康就如沉寂沙漠中涌动着希望的绿洲，深深地烙印在滚烫的生命大地。作为医务人员，我们...梦想用精湛的医疗技术与优质的医疗服务为患者托起生命的希望。我曾看到一位医护人员曾写这样一段文字：当我们不得不为伤残病人做截肢手术时，心里不禁感叹人体的脆弱。当抢救病人,无力回天时，不得不",192266,222,2,0.999186,副主任医师,副教授
6429,副主任医师 教授 ,皮肤科,大庆,1,0,"16,775",0,0,2,1,0,无,192275,0,0,0.0315851,副主任医师,教授
6430,主治医师 讲师 ,康复科,广州,1,35,"50,118",6,11,1,0,1,无,192286,0,0,0.0315851,主治医师,讲师
6431,主任医师 ,血液科,上海,1,290,"183,566",0,214,71,18,9,无,192390,0,0,0.0315851,主任医师,无
6432,住院医师 ,骨伤科,杭州,0,15,669,0,2,0,0,0,无,192407,0,0,0.0315851,住院医师,无
6433,住院医师 ,急诊科,北京,0,0,"2,630",0,0,0,0,0,无,192477,0,0,0.0315851,住院医师,无
6434,副主任医师 ,骨科,武汉,1,425,"28,890",0,26,1,0,1,无,192490,0,0,0.0315851,副主任医师,无
6435,主治医师 讲师 ,眼科,昆明,1,275,"38,196",0,9,0,0,1,无,192551,0,0,0.0315851,主治医师,讲师
6436,副主任医师 副教授 ,麻醉科,福州,1,200,"6,343",0,0,0,0,0,无,192592,0,0,0.0315851,副主任医师,副教授
6437,住院医师 ,小儿微创整形泌尿外科,广州,1,600,"17,333",1,87,0,1,1,无,192614,0,0,0.0315851,住院医师,无
6438,主治医师 ,小儿重症监护室,安阳,1,10,970,2,1,0,0,0,愿健康相伴您一生!希望我可以帮助你，希望所有宝贝健康成长。,192638,29,2,0.999177,主治医师,无
6439,主治医师 ,眼科,徐州,0,0,"12,139",0,0,0,0,0,无,192656,0,0,0.0315851,主治医师,无
6440,主治医师 ,精神科,佛山,0,0,"9,765",0,1,2,0,0,无,192748,0,0,0.0315851,主治医师,无
6441,副主任医师 ,泌尿内科,哈尔滨,0,300,"21,225",0,11,2,0,1,无,192767,0,0,0.0315851,副主任医师,无
6442,主任药师 教授 ,药剂科,大庆,1,0,"2,909",0,0,0,0,0,无,192798,0,0,0.0315851,主任药师,教授
6443,主任医师 ,骨科,杭州,1,275,"15,941",0,6,1,1,1,无,192810,0,0,0.0315851,主任医师,无
6444,主任医师 教授 ,肝病专科,阳泉,1,0,"9,538",0,0,0,0,0,无,192824,0,0,0.0315851,主任医师,教授
6445,主任医师 副教授 ,神经外科,济南,1,90,"26,559",2,10,2,0,1,无,192840,0,0,0.0315851,主任医师,副教授
6446,主任医师 教授 ,眼科,北京,1,10,"64,138",0,6,17,3,0,倡导最新最安全的近视手术方式全飞秒激光、半飞秒激光、波前像差引导等各种近视手术,192886,39,2,0.989583,主任医师,教授
6447,住院医师 ,脑病科,潍坊,0,0,"1,498",0,0,0,0,0,无,192947,0,0,0.0315851,住院医师,无
6448,住院医师 ,骨伤、疼痛科,安庆,0,210,"9,012",0,2,0,0,0,无,192978,0,0,0.0315851,住院医师,无
6449,住院医师 ,肛肠科,吕梁,0,200,"6,465",0,0,0,0,0,无,193007,0,0,0.0315851,住院医师,无
6450,主任医师 教授 ,胃肠外科,重庆,1,240,"44,736",0,11,13,2,1,"规范的治疗是胃肠肿瘤康复的前提亲爱的患者朋友,胃肠肿瘤是威胁人们健康的常见疾病.,胃肠肿瘤同其它肿瘤一样,只要早期发现,早期诊断,早期治疗可以达到治愈;我国的现状是大多数患者属于进展期,因此他们接受规范的治疗是恢复健康的关键.规范的治疗是近年来以提倡多学科治疗为核心的治...疗方式,我希望能通过好大夫网站向广大患者推荐,做患者的朋友.展开>>收",193082,173,2,0.999086,主任医师,教授
6451,主治医师 ,肾内科,南昌,1,0,"11,957",0,0,0,0,0,无,193083,0,0,0.0315851,主治医师,无
6452,住院医师 ,产科,株洲,0,240,"17,588",0,4,1,0,0,欢迎您分享您的一点一滴，解决您的一疑一惑，共同努力！,193111,26,2,0.989722,住院医师,无
6453,副主任医师 ,麻醉科,北京,1,200,"6,474",0,0,0,0,1,无,193129,0,0,0.0315851,副主任医师,无
6454,主任医师 教授 ,神经内科,长沙,1,210,"25,976",0,6,16,3,0,无,193138,0,0,0.0315851,主任医师,教授
6455,住院医师 ,普通内科,泰州,1,0,"14,384",0,0,0,0,0,无,193149,0,0,0.0315851,住院医师,无
6456,主管技师 ,儿童神经康复科,广州,1,205,"10,240",4,1,0,0,0,无,193153,0,0,0.0315851,主管技师,无
6457,主任医师 ,大肠外科,沈阳,1,25150,"1,229,939",4,1698,61,35,95,"只要网来终生无悔本人每周一下午专家门诊，只要通过网上预约或来院挂号找我诊治的患者，保证全部接待，并且亲自做手术。只要不是晚期,保证彻底根治,不复发,长期生存。",193176,79,2,0.997092,主任医师,无
6458,住院医师 ,医学遗传研究所,郑州,1,0,"8,414",0,0,1,0,1,无,193184,0,0,0.0315851,住院医师,无
6459,副主任医师 ,重症监护治疗中心,武汉,1,0,"13,100",0,0,0,0,0,无,193190,0,0,0.0315851,副主任医师,无
6460,住院医师 ,肝胆外科,佛山,1,615,"114,075",16,63,3,4,2,出院了我们就是朋友了我是一名普外科医生，希望我的热情和知识能够帮助你解除烦恼和病痛，为朋友们提供专业有效的答疑。,193212,56,2,0.98196,住院医师,无
6461,主任医师 ,眼科,荆州,0,0,934,0,0,0,0,0,无,193212,0,0,0.0315851,主任医师,无
6462,主治医师 ,神经内科,西安,0,1280,"37,006",0,186,10,0,1,无,193216,0,0,0.0315851,主治医师,无
6463,主任医师 ,眼科,北京,1,385,"57,236",2,11,2,1,0,无,193243,0,0,0.0315851,主任医师,无
6464,主任医师 ,耳鼻喉科,天津,1,200,"6,104",0,0,1,0,0,无,193305,0,0,0.0315851,主任医师,无
6465,副主任医师 ,神经内科,济宁,1,0,"8,256",0,0,1,0,0,无,193317,0,0,0.0315851,副主任医师,无
6466,主任医师 研究员 ,肿瘤外科,济南,1,200,"18,515",0,5,12,3,1,无,193329,0,0,0.0315851,主任医师,研究员
6467,主治医师 ,眼科,北京,0,465,"10,586",0,70,1,2,0,无,193355,0,0,0.0315851,主治医师,无
6468,主治医师 讲师 ,骨外三科(脊柱外科),青岛,1,0,"11,785",0,0,1,1,1,无,193381,0,0,0.0315851,主治医师,讲师
6469,主治医师 ,消化科,北京,0,0,"23,177",0,3,4,1,0,无,193384,0,0,0.0315851,主治医师,无
6470,主任医师 ,肾内科,济南,1,2590,"179,999",5,252,2,0,12,无,193449,0,0,0.0315851,主任医师,无
6471,主治医师 讲师 ,重症医学科,呼和浩特,0,200,"7,799",0,0,1,0,0,无,193490,0,0,0.0315851,主治医师,讲师
6472,主治医师 ,中医肛肠科,平顶山,1,200,"4,581",0,0,1,0,0,无,193494,0,0,0.0315851,主治医师,无
6473,主治医师 ,中风科,许昌,0,200,"6,919",0,0,0,0,0,无,193556,0,0,0.0315851,主治医师,无
6474,副主任医师 ,结核病科,长沙,1,0,"12,244",0,1,10,2,0,无,193593,0,0,0.0315851,副主任医师,无
6475,主治医师 ,麻醉科,安阳,0,0,"2,050",0,0,0,0,0,无,193690,0,0,0.0315851,主治医师,无
6476,住院医师 ,综合内科,哈尔滨,0,0,"2,679",0,0,0,0,0,无,193698,0,0,0.0315851,住院医师,无
6477,住院医师 ,儿科,北京,1,640,"48,873",0,24,0,0,0,无,193701,0,0,0.0315851,住院医师,无
6478,副主任医师 ,产科,新乡,1,0,"8,272",0,0,1,0,0,无,193744,0,0,0.0315851,副主任医师,无
6479,主治医师 ,乳腺外科,芜湖,0,0,"2,346",0,0,0,0,0,无,193758,0,0,0.0315851,主治医师,无
6480,副主任医师 ,中医科,十堰,1,0,"41,360",3,5,0,0,0,无,193825,0,0,0.0315851,副主任医师,无
6481,主治医师 讲师 ,烧伤科,南昌,1,779,"54,734",4,76,2,0,3,欢迎您来到张友来大夫个人主页欢迎您来到南昌大学第一附属医院烧伤科张友来医师主页张医师将在烧伤、皮肤创伤、烧伤瘢痕整形、（糖尿病、放化疗、手术等引起的)各种慢性创面、褥疮等的治疗等方面为您提供专业服务。,193881,100,2,0.992863,主治医师,讲师
6482,主治医师 ,胸外科,北京,0,0,"1,941",0,7,1,0,0,无,193889,0,0,0.0315851,主治医师,无
6483,副主任医师 ,两腺外科,济南,1,4710,"163,294",2,311,0,0,20,无,193917,0,0,0.0315851,副主任医师,无
6484,主任医师 教授 ,脑外科,西安,1,321,"20,786",4,8,1,0,1,本人专注于脑创伤、脑卒中的研究，欢迎咨询西北创伤中心〈西安红会医院〉脑外科以大量颅脑创伤救治、术后颅骨成形、脑康复治疗为主，是西北最大的创伤救治中心,193921,74,2,0.95906,主任医师,教授
6485,主任医师 教授 ,超声医学科,上海,1,1230,"100,823",0,147,22,8,7,无,193947,0,0,0.0315851,主任医师,教授
6486,住院医师 ,肛肠科,太原,0,0,"2,383",0,0,1,0,0,无,193965,0,0,0.0315851,住院医师,无
6487,主任医师 教授 ,产科,广州,1,3025,"502,200",5,387,8,3,1,无,193987,0,0,0.0315851,主任医师,教授
6488,住院医师 ,口腔科,北京,1,585,"98,094",3,31,10,0,2,无,194012,0,0,0.0315851,住院医师,无
6489,主任医师 副教授 ,儿内科,厦门,1,15,"3,556",0,3,3,0,0,无,194062,0,0,0.0315851,主任医师,副教授
6490,副主任医师 ,眼科,济南,1,5,"9,107",5,2,3,1,1,无,194162,0,0,0.0315851,副主任医师,无
6491,主治医师 ,保健科,北京,0,1810,"270,012",0,136,1,0,5,祝宝宝们健康成长！祝妈妈们幸福快乐！,194180,18,2,0.999777,主治医师,无
6492,副主任医师 副教授 ,麻醉科,青岛,1,0,"26,834",0,3,0,0,0,无,194270,0,0,0.0315851,副主任医师,副教授
6493,副主任医师 副教授 ,心血管内科,南宁,1,0,"7,510",0,0,0,0,1,无,194335,0,0,0.0315851,副主任医师,副教授
6494,主治医师 ,普通外科,自贡,1,300,"29,509",2,9,3,0,0,我唯一目的，为病家谋幸福欢迎各位患者前来咨询，只要是我力所能及，一定尽力相助。,194362,39,0,0.206538,主治医师,无
6495,主治医师 研究员 ,呼吸内科,菏泽,1,115,"11,033",2,21,2,1,0,轻松呼吸用我的真诚、耐心，换回你的健康。,194403,20,2,0.999147,主治医师,研究员
6496,主任医师 教授 ,耳鼻咽喉科,济南,1,13875,"766,585",15,1110,38,20,23,无,194464,0,0,0.0315851,主任医师,教授
6497,副主任医师 ,肿瘤专科,南阳,1,0,"17,667",0,2,0,0,0,综合治疗！癌症的治疗方法有外科手术、内科化疗、放射治疗、生物治疗（包括靶向治疗）、中医中药治疗等，其它还有射频消融、“氩氦刀”、“超声聚焦刀”等局部治疗方法，每种方法均有严格的适应症及不同程度的不良反应、并发症等，须要专科医生针对患者的具体情况制订出...个体化的治疗方案，综合治疗，才能取得最好的效果，最大限度的降低不良反应！肿瘤患者切忌“病急乱求医”，听信虚假广告宣传，一定要到正规综合医院或肿瘤专科医院咨询、就诊治疗！,194497,212,2,0.935109,副主任医师,无
6498,副主任医师 ,眼科,广州,1,200,"9,755",0,1,1,1,0,无,194497,0,0,0.0315851,副主任医师,无
6499,主治医师 讲师 ,脊柱外科,株洲,1,15,869,1,3,0,0,0,无,194538,0,0,0.0315851,主治医师,讲师
6500,主治医师 ,内分泌科,沧州,0,35,599,1,3,0,0,0,为广大患者提供糖尿病、甲状腺、肾上腺、垂体、痛风等方面的咨询！,194549,31,2,0.969115,主治医师,无
6501,主任医师 教授 ,妇产科,青岛,1,0,"15,753",0,1,5,2,0,无,194612,0,0,0.0315851,主任医师,教授
6502,主治医师 ,神经内科,成都,1,0,755,0,0,3,1,0,无,194643,0,0,0.0315851,主治医师,无
6503,副主任医师 ,妇产科,济南,1,0,"9,118",0,0,4,0,0,无,194672,0,0,0.0315851,副主任医师,无
6504,主任医师 教授 ,肾病科,上海,1,2265,"290,794",0,209,57,25,7,无,194710,0,0,0.0315851,主任医师,教授
6505,主任医师 教授 ,结核内科,济南,1,250,"21,188",0,6,13,2,1,无,194783,0,0,0.0315851,主任医师,教授
6506,副主任医师 ,乳腺外科,淄博,1,260,"28,462",9,7,0,0,0,无,194798,0,0,0.0315851,副主任医师,无
6507,副主任医师 ,感染科,广州,1,0,570,0,0,0,0,0,无,194807,0,0,0.0315851,副主任医师,无
6508,主治医师 ,骨科,北京,1,555,"55,234",10,78,0,1,0,你好：患者的康复就是医生的快乐！,194837,16,2,0.992026,主治医师,无
6509,主任医师 副教授 ,骨科,上海,1,0,"13,815",0,0,2,0,0,健康的身体美好的生活颈椎病、腰椎间盘突出症、肩周炎、肌纤维织炎、骨质增生、骨质疏松、关节炎诊治；骨折、脱位手法复位，外固定，切开复位，内固定，各种肌腱、血管、神经、软组织损伤的修复。,194857,91,2,0.997401,主任医师,副教授
6510,主治医师 ,介入科,西安,1,140,"10,555",12,15,3,0,0,介入微创医学之美介入微创医学是今后的医学发展方向，我们共同努力！！！,194898,34,2,0.996134,主治医师,无
6511,主任医师 教授 ,血管外科,上海,1,795,"76,594",5,110,13,3,0,无,194993,0,0,0.0315851,主任医师,教授
6512,主治医师 ,神经内科,青岛,0,210,"12,929",0,1,0,0,0,无,195034,0,0,0.0315851,主治医师,无
